rank	serial	Bike ID	biketype_id	Bikenumber	last_communication	battery	real_battery	battery_state	reason	place	terminal_id	last_terminal_snap	firmware_version	target_firmware	configuration_version	mode	series_id	target_configuration	esp_firmware_version	target_esp_firmware	language_version	snap_id	snap_rev	snap_rev_date	iccid	imei	imsi	last_communication_snap	last_communication_sim	server	city	is_lent	active	repair	campaign_id	pedelec	street2	comments	pedelec_battery	lock_types	locked	is_charging	last_charging	spike_id	resource_blockage
152	83300013962	225116	196	410328	"2025-11-20 15:38:44"	124	3,8540	"FULL CFR"	"HEARTBEAT"	"C.C. El Muelle"	""		240909E0	240909E0	30000230	31	50				"3358MV"		"10BF1D18"	""	89457300000014420023	860316060138079	234502102442002	"2025-11-20 12:41:23"	"2025-11-20 15:38:44"	"jimi-cowor03.nextbike.net:20016"	408	0	1	0	5849	0	""	""	-1	"frame_lock"	1	1	"2025-11-20 15:38:44"	0	"null"
153	7551170569	165412	143	41682	"2025-11-20 15:38:42"	161	4,1685	"CHARGED CF"	"HEARTBEAT"	"Hospital Dr. Negrín (eléc.)"	411432264	0	240909E0	240909E0	18280100	18	50	"<u>21000031*</u>"	""	""	"3493MV"	0	"10BF1D18"	"BMZ=41802MV"	89314404001204268907	355951094176133	204046964437376	"2025-11-20 15:28:58"	"2025-11-20 15:38:42"	"jimi-cowor04.nextbike.net:20016"	408	0	1	0	6301	1	""	""	100	"frame_lock"	1	1	"2025-11-20 15:38:42"	57958	"null"
154	7551171449	165338	143	41473	"2025-11-20 15:38:41"	165	4,2025	"CHARGED CF"	"HEARTBEAT"	"ULPGC - Polivalente I"	1917905078	0	240909E0	240909E0	18280100	15	50	"<u>21000031*</u>"	""	""	"3538MV"	0	"10BF1D18"	"BMZ=40917MV"	89314404001204714140	355951094169369	204046964451900	"2025-11-20 15:28:57"	"2025-11-20 15:38:41"	"jimi-cowor04.nextbike.net:20016"	408	0	1	0	6130	1	""	""	98	"frame_lock"	1	0	"2025-11-20 15:28:41"	0	"null"
155	7551168659	165349	143	41462	"2025-11-20 15:38:31"	163	4,1855	"CHARGED CF"	"HEARTBEAT"	"ULPGC - CC. Jurídicas"	1917894436	0	240909E0	240909E0	18280100	16	50	"<u>21000031*</u>"	""	""	"3499MV"	0	"10BF1D18"	"BMZ=41752MV"	89314404001204277015	355951094195323	204046964438187	"2025-11-20 15:22:48"	"2025-11-20 15:38:31"	"jimi-cowor04.nextbike.net:20016"	408	1	1	0	6130	1	""	""	100	"frame_lock"	0	1	"2025-11-20 15:38:31"	0	"null"
156	83300013928	225033	196	410411	"2025-11-20 15:38:31"	76	3,4460	"EMPTY RM"	"HEARTBEAT"	"IES Mesa y López"	""		240909E0	240909E0	33010230	30	50				"3267MV"		"10BF1D18"	""	89457300000014423647	860316060137733	234502102442364	"2025-11-20 14:05:58"	"2025-11-20 15:38:31"	"jimi-cowor01.nextbike.net:20016"	408	0	1	1	0	0	"20.11.2025 11:13:33: Bicicleta candado esta rota "	""	-1	"frame_lock"	1	0	"2025-11-20 14:28:31"	0	"null"
157	83300010623	225052	196	410392	"2025-11-20 15:38:24"	149	4,0665	"FULL CFR"	"HEARTBEAT"	"Paseo de Chil - Av. Escaleritas"	""		240909E0	240909E0	33010230	31	50				"3383MV"		"10BF1D18"	""	89457300000011729442	860316060075438	234502102172944	"2025-11-20 11:49:26"	"2025-11-20 15:38:24"	"jimi-cowor03.nextbike.net:20016"	408	0	1	0	0	0	""	""	-1	"frame_lock"	1	1	"2025-11-20 15:38:24"	0	"null"
158	83300008409	225229	143	410535	"2025-11-20 15:38:23"	150	4,0750	"FULL CFR"	"RFID_COMM"	"Plaza Manuel Becerra (eléc.)"	1917904682		240909E0	240909E0	30000230	24	50				"3441MV"		"10BF1D18"	"BMZ=40868MV"	89457300000010566589	860316060053294	234502102056658	"2025-11-20 15:38:58"	"2025-11-20 15:38:23"	"jimi-cowor03.nextbike.net:20016"	408	0	1	0	6000	1	""	""	97	"frame_lock"	1	1	"2025-11-20 15:38:23"	53188	"null"
159	83300015219	225022	196	410422	"2025-11-20 15:38:18"	127	3,8795	"FULL CFR"	"HEARTBEAT"	"Bicis arregladas"	""		240909E0	240909E0	33010230	25	50				"3332MV"		"10BF1D18"	""	89457300000014410420	860316060150496	234502102441042	"2025-11-20 13:32:08"	"2025-11-20 15:38:18"	"jimi-cowor03.nextbike.net:20016"	408	0	0	0	0	0	""	""	-1	"frame_lock"	0	1	"2025-11-20 15:38:18"	0	"null"
160	83300032210	225248	143	410516	"2025-11-20 15:38:15"	148	4,0580	"FULL CFR"	"RFID_COMM"	"Plaza de España (eléc.)"	1917895345		240909E0	240909E0	30000230	1	50				"3454MV"		"10BF1D18"	"BMZ=41507MV"	89457300000023860656	860316060318879	234502103386065	"2025-11-20 15:38:30"	"2025-11-20 15:38:15"	"87.230.125.145:20016"	408	0	1	0	6000	1	""	"FL old: 83300002889"	100	"frame_lock"	1	1	"2025-11-20 15:38:15"	54722	"null"
161	83300013341	225011	196	410433	"2025-11-20 15:38:08"	74	3,4290	"EMPTY RM"	"HEARTBEAT"	"Reyes Católicos"	""		240909E0	240909E0	33010230	22	50				"3274MV"		"10BF1D18"	""	89457300000014435682	860316060131868	234502102443568	"2025-11-20 15:34:35"	"2025-11-20 15:38:08"	"jimi-cowor03.nextbike.net:20016"	408	0	1	0	0	0	""	""	-1	"frame_lock"	1	0	"2025-11-20 15:28:08"	0	"null"
162	83300013854	225014	196	410430	"2025-11-20 15:38:07"	142	4,0070	"FULL CFR"	"HEARTBEAT"	"Mercado Central"	""		240909E0	240909E0	30000230	28	50				"3358MV"		"10BF1D18"	""	89457300000014405230	860316060136990	234502102440523	"2025-11-20 15:27:16"	"2025-11-20 15:38:07"	"jimi-cowor04.nextbike.net:20016"	408	0	1	0	0	0	""	""	-1	"frame_lock"	1	1	"2025-11-20 15:38:07"	0	"null"
163	83300015400	225020	196	410424	"2025-11-20 15:38:06"	111	3,7435	"FULL CFR"	"HEARTBEAT"	"C.C. El Muelle"	""		240909E0	240909E0	30000230	31	50				"3312MV"		"10BF1D18"	""	89457300000014411147	860316060152302	234502102441114	"2025-11-20 15:06:15"	"2025-11-20 15:38:06"	"87.230.125.145:20016"	408	0	1	0	0	0	""	""	-1	"frame_lock"	1	1	"2025-11-20 15:38:06"	0	"null"
164	83300012002	225069	196	410375	"2025-11-20 15:37:54"	149	4,0665	"FULL CFR"	"HEARTBEAT"	"Plaza O'Shanahan"	""		240909E0	240909E0	30000230	31	50				"3338MV"		"10BF1D18"	""	89457300000014439049	860316060118477	234502102443904	"2025-11-20 15:30:59"	"2025-11-20 15:37:54"	"jimi-cowor04.nextbike.net:20016"	408	0	1	0	5849	0	""	""	-1	"frame_lock"	1	1	"2025-11-20 15:37:54"	0	"null"
165	83300011364	225061	196	410383	"2025-11-20 15:37:53"	157	4,1345	"CHARGED CF"	"HEARTBEAT"	"Bicis arregladas"	""		240909E0	240909E0	33010230	30	50				"3267MV"		"10BF1D18"	""	89457300000014423399	860316060112090	234502102442339	"2025-11-19 02:14:17"	"2025-11-20 15:37:53"	"jimi-cowor02.nextbike.net:20016"	408	0	0	0	0	0	""	""	-1	"frame_lock"	1	1	"2025-11-20 15:37:53"	0	"null"
166	83300011512	225094	196	410350	"2025-11-20 15:37:51"	83	3,5055	"EMPTY RM"	"HEARTBEAT"	"Parque del Estadio Insular"	""		240909E0	240909E0	30000230	25	50				"3287MV"		"10BF1D18"	""	89457300000014431111	860316060113577	234502102443111	"2025-11-20 14:52:33"	"2025-11-20 15:37:51"	"87.230.125.145:20016"	408	0	1	0	0	0	""	""	-1	"frame_lock"	1	1	"2025-11-20 15:37:51"	0	"null"
167	83300012282	225095	196	410349	"2025-11-20 15:37:48"	116	3,7860	"FULL CFR"	"HEARTBEAT"	"San Telmo"	""		240909E0	240909E0	30000230	25	50				"3332MV"		"10BF1D18"	""	89457300000014431012	860316060121273	234502102443101	"2025-11-20 13:36:04"	"2025-11-20 15:37:48"	"jimi-cowor01.nextbike.net:20016"	408	0	1	0	0	0	""	""	-1	"frame_lock"	1	1	"2025-11-20 15:37:48"	0	"null"
168	83300012240	225034	196	410410	"2025-11-20 15:37:39"	125	3,8625	"FULL CFR"	"HEARTBEAT"	"Ayuntamiento"	""		240909E0	240909E0	30000230	30	50				"3319MV"		"10BF1D18"	""	89457300000014423209	860316060120853	234502102442320	"2025-11-20 15:37:37"	"2025-11-20 15:37:39"	"87.230.125.145:20016"	408	1	1	0	5849	0	""	""	-1	"frame_lock"	0	1	"2025-11-20 15:37:39"	0	"null"
169	83300010653	225055	196	410389	"2025-11-20 15:37:39"	87	3,5395	"EMPTY RM"	"HEARTBEAT"	"San Bernardo"	""		240909E0	240909E0	33010230	29	50				"3254MV"		"10BF1D18"	""	89457300000010568759	860316060075735	234502102056875	"2025-11-20 08:56:16"	"2025-11-20 15:37:39"	"jimi-cowor02.nextbike.net:20016"	408	0	1	0	0	0	""	""	-1	"frame_lock"	1	1	"2025-11-20 15:37:39"	0	"null"
170	83300011865	225066	196	410378	"2025-11-20 15:37:37"	111	3,7435	"FULL CFR"	"HEARTBEAT"	"Bicis arregladas"	""		240909E0	240909E0	30000230	29	50				"3254MV"		"10BF1D18"	""	89457300000014405347	860316060117107	234502102440534	"2025-11-20 15:05:52"	"2025-11-20 15:37:37"	"jimi-cowor03.nextbike.net:20016"	408	0	0	0	3212	0	""	""	-1	"frame_lock"	0	1	"2025-11-20 15:37:37"	0	"null"
171	83300014062	225112	196	410332	"2025-11-20 15:37:36"	134	3,9390	"FULL CFR"	"HEARTBEAT"	"San Bernardo"	""		240909E0	240909E0	33010230	31	50				"3319MV"		"10BF1D18"	""	89457300000014420098	860316060139077	234502102442009	"2025-11-20 14:27:09"	"2025-11-20 15:37:36"	"jimi-cowor04.nextbike.net:20016"	408	0	1	0	0	0	""	""	-1	"frame_lock"	1	1	"2025-11-20 15:37:36"	0	"null"
172	83300013283	225120	196	410324	"2025-11-20 15:37:33"	143	4,0155	"FULL CFR"	"HEARTBEAT"	"Hoya de la Plata"	""		240909E0	240909E0	30000230	30	50				"3325MV"		"10BF1D18"	""	89457300000014420841	860316060131280	234502102442084	"2025-11-20 11:08:51"	"2025-11-20 15:37:33"	"87.230.125.145:20016"	408	0	1	0	0	0	""	""	-1	"frame_lock"	1	1	"2025-11-20 15:37:33"	0	"null"
173	83300012959	225039	196	410405	"2025-11-20 15:37:30"	80	3,4800	"EMPTY RM"	"HEARTBEAT"	"Service Car 2970LZF"	""		240909E0	240909E0	30000230	31	50				"3196MV"		"10BF1D18"	""	89457300000014422805	860316060128047	234502102442280	"2025-11-20 11:42:05"	"2025-11-20 15:37:30"	"jimi-cowor04.nextbike.net:20016"	408	0	1	0	0	0	""	""	-1	"frame_lock"	0	0	"2025-11-20 12:37:30"	0	"null"
174	83300011320	225059	196	410385	"2025-11-20 15:37:25"	127	3,8795	"FULL CFR"	"HEARTBEAT"	"Plaza de América"	""		240909E0	240909E0	33010230	27	50				"3319MV"		"10BF1D18"	""	89457300000014432630	860316060111654	234502102443263	"2025-11-20 09:22:55"	"2025-11-20 15:37:25"	"jimi-cowor01.nextbike.net:20016"	408	0	1	0	0	0	""	""	-1	"frame_lock"	1	1	"2025-11-20 15:37:25"	0	"null"
175	83300017460	225017	196	410427	"2025-11-20 15:37:24"	155	4,1175	"CHARGED CF"	"HEARTBEAT"	"San Telmo"	""		240909E0	240909E0	33010230	27	50				"3351MV"		"10BF1D18"	""	89457300000010620956	860316060172607	234502102062095	"2025-11-20 10:46:38"	"2025-11-20 15:37:24"	"jimi-cowor04.nextbike.net:20016"	408	0	1	0	0	0	""	""	-1	"frame_lock"	1	1	"2025-11-20 15:37:24"	0	"null"
176	83300023066	225187	143	410447	"2025-11-20 15:37:16"	158	4,1430	"CHARGED CF"	"HEARTBEAT"	"Rotonda del Vigía (eléc.)"	411423404		240909E0	240909E0	33010230	31	50				"3435MV"		"10BF1D18"	"BMZ=36791MV"	89457300000020230507	860316060228367	234502103023050	"2025-11-20 15:27:32"	"2025-11-20 15:37:16"	"jimi-cowor01.nextbike.net:20016"	408	0	1	0	6129	1	""	""	60	"frame_lock"	1	1	"2025-11-20 15:37:16"	57247	"null"
177	7551171474	165353	143	41458	"2025-11-20 15:37:15"	162	4,1770	"CHARGED CF"	"HEARTBEAT"	"ULPGC - Polivalente I"	1917905078	0	240909E0	240909E0	18280100	18	50	"<u>21000031*</u>"	""	""	"3345MV"	0	"10BF1D18"	"BMZ=41359MV"	89314404001204269475	355951094179046	204046964437433	"2025-11-20 08:56:21"	"2025-11-20 15:37:15"	"jimi-cowor03.nextbike.net:20016"	408	0	1	0	6130	1	""	""	100	"frame_lock"	1	0	"2025-11-20 06:42:41"	0	"null"
178	83300013538	225119	196	410325	"2025-11-20 15:37:03"	72	3,4120	"EMPTY RM"	"HEARTBEAT"	"Piscina Julio Navarro"	""		240909E0	240909E0	30000230	28	50				"3287MV"		"10BF1D18"	""	89457300000014418191	860316060133831	234502102441819	"2025-11-20 15:06:14"	"2025-11-20 15:37:03"	"87.230.125.145:20016"	408	0	1	0	5151	0	""	""	-1	"frame_lock"	1	1	"2025-11-20 15:37:03"	0	"null"
179	7551170880	165385	143	41709	"2025-11-20 15:36:58"	141	3,9985	"FULL CFR"	"RFID_COMM"	"E-bike Estacion de Carga"	""	0	240909E0	240909E0	18280100	0	50	"<u>21000031*</u>"	""	""	"2997MV"	0	"10BF1D18"	"BMZ=41605MV"	89314404001204262157	355951094174658	204046964436701	"2025-11-20 15:37:14"	"2025-11-20 15:36:58"	"jimi-cowor02.nextbike.net:20016"	408	0	0	0	6301	1	"bateria cargada 29 enero 2025"	""	100	"frame_lock"	0	1	"2025-11-20 15:36:58"	0	"null"
180	83300012431	225009	196	410435	"2025-11-20 15:36:56"	143	4,0155	"FULL CFR"	"HEARTBEAT"	"Bicis arregladas"	""		240909E0	240909E0	33010230	30	50				"3519MV"		"10BF1D18"	""	89457300000014436839	860316060122768	234502102443683	"2025-11-20 01:56:39"	"2025-11-20 15:36:56"	"jimi-cowor04.nextbike.net:20016"	408	0	0	0	0	0	""	""	-1	"frame_lock"	0	1	"2025-11-20 15:36:56"	0	"null"
181	83300013468	225118	196	410326	"2025-11-20 15:36:55"	137	3,9645	"FULL CFR"	"HEARTBEAT"	"Plaza Manuel Becerra"	""		240909E0	240909E0	30000230	28	50				"3312MV"		"10BF1D18"	""	89457300000014405255	860316060133138	234502102440525	"2025-11-20 13:56:14"	"2025-11-20 15:36:55"	"87.230.125.145:20016"	408	0	1	0	0	0	""	""	-1	"frame_lock"	1	0	"2025-11-20 12:28:54"	0	"null"
182	7551168506	165378	143	41433	"2025-11-20 15:36:54"	157	4,1345	"CHARGED CF"	"RFID_COMM"	"ULPGC - CC. Jurídicas"	1917894436	0	240909E0	240909E0	18280100	15	50	"<u>21000031*</u>"	""	""	"3480MV"	0	"10BF1D18"	"BMZ=41654MV"	89314404001204741978	355951094202053	204046964454683	"2025-11-20 15:37:10"	"2025-11-20 15:36:54"	"jimi-cowor01.nextbike.net:20016"	408	0	1	0	6130	1	""	""	100	"frame_lock"	1	1	"2025-11-20 15:36:54"	55309	"null"
183	7551170758	165327	143	41484	"2025-11-20 15:36:53"	164	4,1940	"CHARGED CF"	"HEARTBEAT"	"Bicis arregladas"	""	0	240909E0	240909E0	18280100	26	50	"<u>21000031*</u>"	""	""	"3364MV"	0	"10BF1D18"	"BMZ=40131MV"	89314404001204265457	355951094174419	204046964437031	"2025-11-20 03:46:32"	"2025-11-20 15:36:53"	"jimi-cowor04.nextbike.net:20016"	408	0	0	0	6130	1	""	""	91	"frame_lock"	0	0	"2025-11-19 22:11:23"	0	"null"
184	7551171476	165380	143	41431	"2025-11-20 15:36:45"	162	4,1770	"CHARGED CF"	"RFID_COMM"	"ULPGC - Polivalente I"	1917905078	0	240909E0	240909E0	18280100	8	50	"<u>21000031*</u>"	""	""	"3499MV"	0	"10BF1D18"	"BMZ=40574MV"	89314404001204259161	355951094173759	204046964436402	"2025-11-20 15:37:01"	"2025-11-20 15:36:45"	"jimi-cowor03.nextbike.net:20016"	408	0	1	0	6130	1	""	"ULPGC"	95	"frame_lock"	1	1	"2025-11-20 15:36:45"	54721	"null"
185	83300013458	225037	196	410407	"2025-11-20 15:36:42"	87	3,5395	"EMPTY RM"	"HEARTBEAT"	"C.C. El Muelle"	""		240909E0	240909E0	30000230	24	50				"3280MV"		"10BF1D18"	""	89457300000014434107	860316060133039	234502102443410	"2025-11-20 15:31:59"	"2025-11-20 15:36:42"	"jimi-cowor01.nextbike.net:20016"	408	0	1	0	0	0	""	""	-1	"frame_lock"	1	1	"2025-11-20 15:36:42"	0	"null"
186	83300032202	225051	196	410393	"2025-11-20 15:36:41"	100	3,6500	"RISK FRM"	"HEARTBEAT"	"Base Naval"	""		240909E0	240909E0	30000230	31	50				"3390MV"		"10BF1D18"	""	89457300000023854170	860316060318796	234502103385417	"2025-11-20 13:06:54"	"2025-11-20 15:36:41"	"jimi-cowor03.nextbike.net:20016"	408	0	1	1	0	0	"20.11.2025 11:55:59: Powertrain Unspecified: Die Gangschaltung ist defekt.  19.11.2025 18:51:54: Bicicleta Marchas (velocidades) defectuosas  19.11.2025 15:25:44: no funcionan las marchas "	"Revisar cambios  "	-1	"frame_lock"	1	1	"2025-11-20 15:36:41"	0	"null"
187	7551168542	165398	143	41696	"2025-11-20 15:36:34"	136	3,9560	"FULL CFR"	"HEARTBEAT"	"E-bike Estacion de Carga"	""	0	240909E0	240909E0	18280100	21	50	"<u>21000031*</u>"	""	""	"3435MV"	0	"10BF1D18"	"BMZ=41065MV"	89314404001204712193	355951094199218	204046964451705	"2025-11-20 15:26:50"	"2025-11-20 15:36:34"	"jimi-cowor01.nextbike.net:20016"	408	0	0	0	6301	1	"bateria cargada 31 enero 2025"	"FL old: 7551145996"	99	"frame_lock"	1	1	"2025-11-20 15:36:34"	0	"null"
188	7551168645	165328	143	41483	"2025-11-20 15:36:28"	159	4,1515	"CHARGED CF"	"HEARTBEAT"	"ULPGC - Polivalente I"	1917905078	0	240909E0	240909E0	18280100	13	50	"<u>21000031*</u>"	""	""	"3332MV"	0	"10BF1D18"	"BMZ=41212MV"	89314404001204306962	355951094146920	204046964441182	"2025-11-20 14:56:45"	"2025-11-20 15:36:28"	"jimi-cowor02.nextbike.net:20016"	408	0	1	0	6130	1	""	"ULPGC"	100	"frame_lock"	1	0	"2025-11-20 14:56:28"	0	"null"
189	83300002786	225195	143	410569	"2025-11-20 15:36:26"	163	4,1855	"CHARGED CF"	"RFID_COMM"	"C.C. La Ballena (eléc.)"	1920866517	0	240909E0	240909E0	33010230	22	50	"<u>*</u>"	""	""	"3480MV"	0	"10BF1D18"	"BMZ=41752MV"	89457387300008770573	860316060027066	234500070469747	"2025-11-20 15:36:51"	"2025-11-20 15:36:26"	"jimi-cowor04.nextbike.net:20016"	408	0	1	0	6000	1	""	""	100	"frame_lock"	1	1	"2025-11-20 15:36:26"	52528	"null"
190	83300009481	225048	196	410396	"2025-11-20 15:36:25"	75	3,4375	"EMPTY RM"	"HEARTBEAT"	"Bicis para reparar"	""		240909E0	240909E0	30000230	23	50				"3254MV"		"10BF1D18"	""	89457300000011725242	860316060064010	234502102172524	"2025-11-20 14:51:25"	"2025-11-20 15:36:25"	"jimi-cowor03.nextbike.net:20016"	408	0	0	1	0	0	""	"rueda trasera descentrada/radios"	-1	"frame_lock"	0	0	"2025-11-19 18:52:53"	0	"null"
191	83300012837	225079	196	410365	"2025-11-20 15:36:24"	80	3,4800	"EMPTY RM"	"HEARTBEAT"	"Gabinete Literario"	""		240909E0	240909E0	30000230	18	50				"3319MV"		"10BF1D18"	""	89457300000014437084	860316060126827	234502102443708	"2025-11-20 07:03:40"	"2025-11-20 15:36:24"	"jimi-cowor01.nextbike.net:20016"	408	0	1	1	0	0	"20.11.2025 07:03:20: Bicicleta Rueda pinchada (sin aire) en la parte trasera   19.11.2025 21:15:11: Bicicleta Marchas (velocidades) defectuosas   19.11.2025 19:12:28: Bicicleta Marchas (velocidades) defectuosas "	"Revisar rueda trasera"	-1	"frame_lock"	1	0	"2025-11-20 15:26:24"	0	"null"
192	83300011783	225090	196	410354	"2025-11-20 15:36:21"	141	3,9985	"FULL CFR"	"HEARTBEAT"	"C.C. El Muelle"	""		240909E0	240909E0	30000230	28	50				"3332MV"		"10BF1D18"	""	89457300000014430527	860316060116281	234502102443052	"2025-11-20 13:43:38"	"2025-11-20 15:36:21"	"jimi-cowor04.nextbike.net:20016"	408	0	1	0	3212	0	""	""	-1	"frame_lock"	1	1	"2025-11-20 15:36:21"	0	"null"
193	83300012204	225099	196	410345	"2025-11-20 15:36:20"	89	3,5565	"EMPTY RM"	"HEARTBEAT"	"Plaza O'Shanahan"	""		240909E0	240909E0	30000230	30	50				"3280MV"		"10BF1D18"	""	89457300000014409505	860316060120499	234502102440950	"2025-11-20 14:58:14"	"2025-11-20 15:36:20"	"87.230.125.145:20016"	408	0	1	0	3212	0	""	""	-1	"frame_lock"	1	1	"2025-11-20 15:36:20"	0	"null"
194	83300010823	225251	143	410513	"2025-11-20 15:36:20"	159	4,1515	"CHARGED CF"	"HEARTBEAT"	"Reyes Católicos"	""		240909E0	240909E0	30000230	0	50				"3486MV"		"10BF1D18"	"BMZ=38510MV"	89457300000010564337	860316060077434	234502102056433	"2025-11-20 14:16:35"	"2025-11-20 15:36:20"	"87.230.125.145:20016"	408	0	1	0	6000	1	""	""	76	"frame_lock"	1	0	"2025-11-20 14:16:20"	0	"null"
195	83300013814	225025	196	410419	"2025-11-20 15:36:10"	81	3,4885	"EMPTY RM"	"HEARTBEAT"	"Villa de Zarauz"	""		240909E0	240909E0	30000230	26	50				"3287MV"		"10BF1D18"	""	89457300000014429768	860316060136594	234502102442976	"2025-11-20 15:34:36"	"2025-11-20 15:36:10"	"jimi-cowor01.nextbike.net:20016"	408	0	0	1	0	0	"20.11.2025 15:35:02: Bicicleta  Cadena suelta "	"Revisar cadena"	-1	"frame_lock"	1	1	"2025-11-20 15:36:10"	0	"null"
196	83300013453	225057	196	410387	"2025-11-20 15:36:10"	97	3,6245	"RISK FRM"	"HEARTBEAT"	"Mercado Central"	""		240909E0	240909E0	30000230	28	50				"3267MV"		"10BF1D18"	""	89457300000014437183	860316060132981	234502102443718	"2025-11-20 15:29:07"	"2025-11-20 15:36:10"	"jimi-cowor01.nextbike.net:20016"	408	0	1	0	0	0	""	""	-1	"frame_lock"	1	1	"2025-11-20 15:36:10"	0	"null"
197	83300008672	225216	143	410548	"2025-11-20 15:36:09"	151	4,0835	"FULL CFR"	"HEARTBEAT"	"Plaza de España (eléc.)"	1917895345		240909E0	240909E0	30000230	31	50				"3448MV"		"10BF1D18"	"BMZ=40819MV"	89457300000010568742	860316060055927	234502102056874	"2025-11-20 15:28:08"	"2025-11-20 15:36:09"	"87.230.125.145:20016"	408	0	1	0	6000	1	""	""	97	"frame_lock"	1	1	"2025-11-20 15:36:09"	57738	"null"
198	83300013597	225121	196	410323	"2025-11-20 15:36:06"	82	3,4970	"EMPTY RM"	"HEARTBEAT"	"Bicis para reparar"	""		240909E0	240909E0	33010230	22	50				"3280MV"		"10BF1D18"	""	89457300000014416633	860316060134425	234502102441663	"2025-11-20 14:28:51"	"2025-11-20 15:36:06"	"jimi-cowor01.nextbike.net:20016"	408	0	1	0	0	0	""	"Taller, batería"	-1	"frame_lock"	1	1	"2025-11-20 15:36:06"	0	"null"
199	7551170479	165359	143	41452	"2025-11-20 15:36:05"	157	4,1345	"CHARGED CF"	"HEARTBEAT"	"Bicis arregladas"	""	0	240909E0	240909E0	18280100	19	50	"<u>21000031*</u>"	""	""	"3338MV"	0	"10BF1D18"	"BMZ=41212MV"	89314404001204269319	355951094176745	204046964437417	"2025-11-20 02:05:30"	"2025-11-20 15:36:05"	"jimi-cowor04.nextbike.net:20016"	408	0	0	0	6130	1	""	""	100	"frame_lock"	0	0	"2025-11-19 00:38:08"	0	"null"
200	83300012109	225117	196	410327	"2025-11-20 15:36:00"	137	3,9645	"FULL CFR"	"RFID_COMM"	"Gabinete Literario"	""		240909E0	240909E0	30000230	28	50				"3338MV"		"10BF1D18"	""	89457300000014416047	860316060119541	234502102441604	"2025-11-20 15:36:00"	"2025-11-20 15:32:48"	"jimi-cowor01.nextbike.net:20016"	408	1	1	0	0	0	""	""	-1	"frame_lock"	0	1	"2025-11-20 15:32:48"	0	"null"
201	83300013444	225035	196	410409	"2025-11-20 15:35:59"	108	3,7180	"RISK FRM"	"HEARTBEAT"	"Service Car 2970LZF"	""		240909E0	240909E0	30000230	23	50				"3332MV"		"10BF1D18"	""	89457300000014431210	860316060132890	234502102443121	"2025-11-20 15:25:41"	"2025-11-20 15:35:59"	"87.230.125.145:20016"	408	0	1	0	0	0	""	""	-1	"frame_lock"	0	0	"2025-11-20 13:34:45"	0	"null"
202	83300013954	225040	196	410404	"2025-11-20 15:35:57"	128	3,8880	"FULL CFR"	"RFID_COMM"	"Obelisco"	""		240909E0	240909E0	30000230	28	50				"3325MV"		"10BF1D18"	""	89457300000014430337	860316060137998	234502102443033	"2025-11-20 15:35:57"	"2025-11-20 15:34:58"	"jimi-cowor04.nextbike.net:20016"	408	0	1	0	0	0	""	""	-1	"frame_lock"	1	1	"2025-11-20 15:34:58"	0	"null"
203	83300012913	225010	196	410434	"2025-11-20 15:35:52"	114	3,7690	"FULL CFR"	"HEARTBEAT"	"Plaza del Pilar"	""		240909E0	240909E0	30000230	27	50				"3325MV"		"10BF1D18"	""	89457300000014439429	860316060127585	234502102443942	"2025-11-20 13:55:26"	"2025-11-20 15:35:52"	"jimi-cowor04.nextbike.net:20016"	408	0	1	0	0	0	""	""	-1	"frame_lock"	1	1	"2025-11-20 15:35:52"	0	"null"
204	83300012493	225084	196	410360	"2025-11-20 15:35:49"	88	3,5480	"EMPTY RM"	"HEARTBEAT"	"Castillo de la Luz"	""		240909E0	240909E0	30000230	27	50				"3274MV"		"10BF1D18"	""	89457300000014429131	860316060123386	234502102442913	"2025-11-20 13:08:08"	"2025-11-20 15:35:49"	"87.230.125.145:20016"	408	0	1	1	0	0	"20.11.2025 13:07:36: Bicicleta Marchas (velocidades) defectuosas "	"Revisar marchas"	-1	"frame_lock"	1	1	"2025-11-20 15:35:49"	0	"null"
205	7551168641	165332	143	41479	"2025-11-20 15:35:48"	159	4,1515	"CHARGED CF"	"HEARTBEAT"	"ULPGC - Polivalente I"	1917905078	0	240909E0	240909E0	18280100	17	50	"<u>21000031*</u>"	""	""	"3544MV"	0	"10BF1D18"	"BMZ=41409MV"	89314404001204272651	355951094191645	204046964437751	"2025-11-20 15:21:52"	"2025-11-20 15:35:48"	"jimi-cowor02.nextbike.net:20016"	408	0	1	0	6130	1	"19.11.2025 23:54:41: Bike not released Bike not released  19.11.2025 23:54:41: Bike not released "	""	100	"frame_lock"	0	1	"2025-11-20 15:35:48"	53148	"null"
206	7551170481	165352	143	41459	"2025-11-20 15:35:45"	163	4,1855	"CHARGED CF"	"HEARTBEAT"	"ULPGC - Polivalente I"	1917905078	0	240909E0	240909E0	18280100	19	50	"<u>21000031*</u>"	""	""	"3332MV"	0	"10BF1D18"	"BMZ=41065MV"	89314404001204742836	355951094172108	204046964454769	"2025-11-20 07:06:01"	"2025-11-20 15:35:45"	"jimi-cowor04.nextbike.net:20016"	408	0	1	0	6130	1	""	"ULPGC08.11.2025 07:25:05: deactivated automatically because of no communication for 60 minutes"	99	"frame_lock"	1	0	"2025-11-20 07:05:45"	0	"null"
